step,x,y,action,target_x,target_y,semantic,height,slope,roughness,traversability_class,cost,step_cost,cumulative_cost,planner_mode,coverage_rate,recovery_id,reason
210,30,4,cover,30,4,floor,0.0,0.0,0.0,free,1.0,1.0,210.0,baseline_2d,0.25059952038369304,1,toward_cover
211,29,4,cover,29,4,floor,0.0,0.0,0.0,free,1.0,1.0,211.0,baseline_2d,0.2517985611510791,1,toward_cover
212,29,5,cover,29,5,floor,0.0,0.0,0.0,free,1.0,1.0,212.0,baseline_2d,0.2529976019184652,1,toward_cover
213,30,5,cover,30,5,floor,0.0,0.0,0.0,free,1.0,1.0,213.0,baseline_2d,0.2541966426858513,1,toward_cover
214,30,6,cover,30,6,floor,0.0,0.0,0.0,free,1.0,1.0,214.0,baseline_2d,0.25539568345323743,1,toward_cover
215,29,6,cover,29,6,floor,0.0,0.0,0.0,free,1.0,1.0,215.0,baseline_2d,0.2565947242206235,1,toward_cover
216,29,7,cover,29,7,floor,0.0,0.0,0.0,free,1.0,1.0,216.0,baseline_2d,0.2577937649880096,1,toward_cover
217,30,7,cover,30,7,floor,0.0,0.0,0.0,free,1.0,1.0,217.0,baseline_2d,0.2589928057553957,1,toward_cover
218,30,8,cover,30,8,floor,0.0,0.0,0.0,free,1.0,1.0,218.0,baseline_2d,0.26019184652278177,1,toward_cover
219,29,8,cover,29,8,floor,0.0,0.0,0.0,free,1.0,1.0,219.0,baseline_2d,0.26139088729016785,1,toward_cover
220,29,9,cover,29,9,floor,0.0,0.0,0.0,free,1.0,1.0,220.0,baseline_2d,0.26258992805755393,1,toward_cover
221,30,9,cover,30,9,floor,0.0,0.0,0.0,free,1.0,1.0,221.0,baseline_2d,0.2637889688249401,1,toward_cover
222,30,10,cover,30,10,floor,0.0,0.0,0.0,free,1.0,1.0,222.0,baseline_2d,0.26498800959232616,1,toward_cover
223,29,10,cover,29,10,floor,0.0,0.0,0.0,free,1.0,1.0,223.0,baseline_2d,0.26618705035971224,1,toward_cover
224,29,11,cover,29,11,floor,0.0,0.0,0.0,free,1.0,1.0,224.0,baseline_2d,0.2673860911270983,1,toward_cover
225,30,11,cover,30,11,floor,0.0,0.0,0.0,free,1.0,1.0,225.0,baseline_2d,0.2685851318944844,1,toward_cover
226,30,12,cover,30,12,floor,0.0,0.0,0.0,free,1.0,1.0,226.0,baseline_2d,0.2697841726618705,1,toward_cover
227,29,12,cover,29,12,floor,0.0,0.0,0.0,free,1.0,1.0,227.0,baseline_2d,0.2709832134292566,1,toward_cover
228,28,12,cover,28,12,floor,0.0,0.0,0.0,free,1.0,1.0,228.0,baseline_2d,0.27218225419664266,1,toward_cover
229,27,12,cover,27,12,floor,0.0,0.0,0.0,free,1.0,1.0,229.0,baseline_2d,0.2733812949640288,1,toward_cover
230,26,12,cover,26,12,floor,0.0,0.0,0.0,free,1.0,1.0,230.0,baseline_2d,0.2745803357314149,1,toward_cover
231,25,12,cover,25,12,floor,0.0,0.0,0.0,free,1.0,1.0,231.0,baseline_2d,0.27577937649880097,1,toward_cover
232,24,12,cover,24,12,floor,0.0,0.0,0.0,free,1.0,1.0,232.0,baseline_2d,0.27697841726618705,1,toward_cover
233,23,12,cover,23,12,floor,0.0,0.0,0.0,free,1.0,1.0,233.0,baseline_2d,0.27817745803357313,1,toward_cover
234,22,12,cover,22,12,floor,0.0,0.0,0.0,free,1.0,1.0,234.0,baseline_2d,0.2793764988009592,1,toward_cover
235,21,12,cover,21,12,floor,0.0,0.0,0.0,free,1.0,1.0,235.0,baseline_2d,0.2805755395683453,1,toward_cover
236,20,12,cover,20,12,floor,0.0,0.0,0.0,free,1.0,1.0,236.0,baseline_2d,0.28177458033573144,1,toward_cover
237,20,11,cover,20,11,floor,0.0,0.0,0.0,free,1.0,1.0,237.0,baseline_2d,0.2829736211031175,1,toward_cover
238,20,10,cover,20,10,floor,0.0,0.0,0.0,free,1.0,1.0,238.0,baseline_2d,0.2841726618705036,1,toward_cover
239,20,9,cover,20,9,floor,0.0,0.0,0.0,free,1.0,1.0,239.0,baseline_2d,0.2853717026378897,1,toward_cover
240,20,8,cover,20,8,floor,0.0,0.0,0.0,free,1.0,1.0,240.0,baseline_2d,0.2865707434052758,1,toward_cover
241,20,7,cover,20,7,floor,0.0,0.0,0.0,free,1.0,1.0,241.0,baseline_2d,0.28776978417266186,1,toward_cover
242,20,6,cover,20,6,floor,0.0,0.0,0.0,free,1.0,1.0,242.0,baseline_2d,0.28896882494004794,1,toward_cover
243,20,5,cover,20,5,floor,0.0,0.0,0.0,free,1.0,1.0,243.0,baseline_2d,0.290167865707434,1,toward_cover
244,20,4,cover,20,4,floor,0.0,0.0,0.0,free,1.0,1.0,244.0,baseline_2d,0.29136690647482016,1,toward_cover
245,19,4,cover,19,4,floor,0.0,0.0,0.0,free,1.0,1.0,245.0,baseline_2d,0.29256594724220625,1,toward_cover
246,18,4,cover,18,4,floor,0.0,0.0,0.0,free,1.0,1.0,246.0,baseline_2d,0.29376498800959233,1,toward_cover
247,17,4,cover,17,4,floor,0.0,0.0,0.0,free,1.0,1.0,247.0,baseline_2d,0.2949640287769784,1,toward_cover
248,16,4,cover,16,4,floor,0.0,0.0,0.0,free,1.0,1.0,248.0,baseline_2d,0.2961630695443645,1,toward_cover
249,15,4,cover,15,4,floor,0.0,0.0,0.0,free,1.0,1.0,249.0,baseline_2d,0.2973621103117506,1,toward_cover
250,14,4,cover,14,4,floor,0.0,0.0,0.0,free,1.0,1.0,250.0,baseline_2d,0.29856115107913667,1,toward_cover
251,13,4,cover,13,4,floor,0.0,0.0,0.0,free,1.0,1.0,251.0,baseline_2d,0.2997601918465228,1,toward_cover
252,12,4,cover,12,4,floor,0.0,0.0,0.0,free,1.0,1.0,252.0,baseline_2d,0.3009592326139089,1,toward_cover
253,11,4,cover,11,4,floor,0.0,0.0,0.0,free,1.0,1.0,253.0,baseline_2d,0.302158273381295,1,toward_cover
254,10,4,cover,10,4,floor,0.0,0.0,0.0,free,1.0,1.0,254.0,baseline_2d,0.30335731414868106,1,toward_cover
255,9,4,cover,9,4,floor,0.0,0.0,0.0,free,1.0,1.0,255.0,baseline_2d,0.30455635491606714,1,toward_cover
256,8,4,cover,8,4,floor,0.0,0.0,0.0,free,1.0,1.0,256.0,baseline_2d,0.3057553956834532,1,toward_cover
257,7,4,cover,7,4,floor,0.0,0.0,0.0,free,1.0,1.0,257.0,baseline_2d,0.3069544364508393,1,toward_cover
258,6,4,cover,6,4,floor,0.0,0.0,0.0,free,1.0,1.0,258.0,baseline_2d,0.30815347721822545,1,toward_cover
259,5,4,cover,5,4,floor,0.0,0.0,0.0,free,1.0,1.0,259.0,baseline_2d,0.30935251798561153,1,toward_cover
260,4,4,cover,4,4,floor,0.0,0.0,0.0,free,1.0,1.0,260.0,baseline_2d,0.3105515587529976,1,toward_cover
261,3,4,cover,3,4,floor,0.0,0.0,0.0,free,1.0,1.0,261.0,baseline_2d,0.3117505995203837,1,toward_cover
262,2,4,cover,2,4,floor,0.0,0.0,0.0,free,1.0,1.0,262.0,baseline_2d,0.3129496402877698,1,toward_cover
263,2,3,cover,2,3,floor,0.0,0.0,0.0,free,1.0,1.0,263.0,baseline_2d,0.31414868105515587,1,toward_cover
264,1,3,cover,1,3,floor,0.0,0.0,0.0,free,1.0,1.0,264.0,baseline_2d,0.31534772182254195,1,toward_cover
265,1,2,cover,1,2,floor,0.0,0.0,0.0,free,1.0,1.0,265.0,baseline_2d,0.31654676258992803,1,toward_cover
266,1,1,cover,1,1,floor,0.0,0.0,0.0,free,1.0,1.0,266.0,baseline_2d,0.31774580335731417,1,toward_cover
267,1,2,recover_backtrack,1,3,floor,0.0,0.0,0.0,free,1.0,1.0,267.0,baseline_2d,0.31774580335731417,2,backtrack_to_branch_cell
268,1,3,recover_backtrack,1,3,floor,0.0,0.0,0.0,free,1.0,1.0,268.0,baseline_2d,0.31774580335731417,2,backtrack_to_branch_cell
269,1,4,recover_branch,1,4,floor,0.0,0.0,0.0,free,1.0,1.0,269.0,baseline_2d,0.31894484412470026,2,toward_recover_branch
270,1,5,cover,1,5,floor,0.0,0.0,0.0,free,1.0,1.0,270.0,baseline_2d,0.32014388489208634,2,toward_cover
271,2,5,cover,2,5,floor,0.0,0.0,0.0,free,1.0,1.0,271.0,baseline_2d,0.3213429256594724,2,toward_cover
272,3,5,cover,3,5,floor,0.0,0.0,0.0,free,1.0,1.0,272.0,baseline_2d,0.3225419664268585,2,toward_cover
273,4,5,cover,4,5,floor,0.0,0.0,0.0,free,1.0,1.0,273.0,baseline_2d,0.3237410071942446,2,toward_cover
274,5,5,cover,5,5,floor,0.0,0.0,0.0,free,1.0,1.0,274.0,baseline_2d,0.3249400479616307,2,toward_cover
275,5,6,cover,5,6,floor,0.0,0.0,0.0,free,1.0,1.0,275.0,baseline_2d,0.3261390887290168,2,toward_cover
276,4,6,cover,4,6,floor,0.0,0.0,0.0,free,1.0,1.0,276.0,baseline_2d,0.3273381294964029,2,toward_cover
277,3,6,cover,3,6,floor,0.0,0.0,0.0,free,1.0,1.0,277.0,baseline_2d,0.328537170263789,2,toward_cover
278,2,6,cover,2,6,floor,0.0,0.0,0.0,free,1.0,1.0,278.0,baseline_2d,0.32973621103117506,2,toward_cover
279,1,6,cover,1,6,floor,0.0,0.0,0.0,free,1.0,1.0,279.0,baseline_2d,0.33093525179856115,2,toward_cover
280,1,7,cover,1,7,floor,0.0,0.0,0.0,free,1.0,1.0,280.0,baseline_2d,0.33213429256594723,2,toward_cover
281,2,7,cover,2,7,floor,0.0,0.0,0.0,free,1.0,1.0,281.0,baseline_2d,0.3333333333333333,2,toward_cover
282,3,7,cover,3,7,floor,0.0,0.0,0.0,free,1.0,1.0,282.0,baseline_2d,0.3345323741007194,2,toward_cover
283,4,7,cover,4,7,floor,0.0,0.0,0.0,free,1.0,1.0,283.0,baseline_2d,0.33573141486810554,2,toward_cover
284,5,7,cover,5,7,floor,0.0,0.0,0.0,free,1.0,1.0,284.0,baseline_2d,0.3369304556354916,2,toward_cover
285,6,7,cover,6,7,floor,0.0,0.0,0.0,free,1.0,1.0,285.0,baseline_2d,0.3381294964028777,2,toward_cover
286,7,7,cover,7,7,floor,0.0,0.0,0.0,free,1.0,1.0,286.0,baseline_2d,0.3393285371702638,2,toward_cover
287,8,7,cover,8,7,floor,0.0,0.0,0.0,free,1.0,1.0,287.0,baseline_2d,0.3405275779376499,2,toward_cover
288,8,6,cover,8,6,floor,0.0,0.0,0.0,free,1.0,1.0,288.0,baseline_2d,0.34172661870503596,2,toward_cover
289,8,5,cover,8,5,floor,0.0,0.0,0.0,free,1.0,1.0,289.0,baseline_2d,0.34292565947242204,2,toward_cover
290,9,5,cover,9,5,floor,0.0,0.0,0.0,free,1.0,1.0,290.0,baseline_2d,0.3441247002398082,2,toward_cover
291,10,5,cover,10,5,floor,0.0,0.0,0.0,free,1.0,1.0,291.0,baseline_2d,0.34532374100719426,2,toward_cover
292,11,5,cover,11,5,floor,0.0,0.0,0.0,free,1.0,1.0,292.0,baseline_2d,0.34652278177458035,2,toward_cover
293,12,5,cover,12,5,floor,0.0,0.0,0.0,free,1.0,1.0,293.0,baseline_2d,0.34772182254196643,2,toward_cover
294,12,6,cover,12,6,floor,0.0,0.0,0.0,free,1.0,1.0,294.0,baseline_2d,0.3489208633093525,2,toward_cover
295,11,6,cover,11,6,floor,0.0,0.0,0.0,free,1.0,1.0,295.0,baseline_2d,0.3501199040767386,2,toward_cover
296,10,6,cover,10,6,floor,0.0,0.0,0.0,free,1.0,1.0,296.0,baseline_2d,0.3513189448441247,2,toward_cover
297,9,6,cover,9,6,floor,0.0,0.0,0.0,free,1.0,1.0,297.0,baseline_2d,0.35251798561151076,2,toward_cover
298,9,7,cover,9,7,floor,0.0,0.0,0.0,free,1.0,1.0,298.0,baseline_2d,0.3537170263788969,2,toward_cover
299,10,7,cover,10,7,floor,0.0,0.0,0.0,free,1.0,1.0,299.0,baseline_2d,0.354916067146283,2,toward_cover
300,11,7,cover,11,7,floor,0.0,0.0,0.0,free,1.0,1.0,300.0,baseline_2d,0.35611510791366907,2,toward_cover
301,12,7,cover,12,7,floor,0.0,0.0,0.0,free,1.0,1.0,301.0,baseline_2d,0.35731414868105515,2,toward_cover
302,13,7,cover,13,7,floor,0.0,0.0,0.0,free,1.0,1.0,302.0,baseline_2d,0.35851318944844124,2,toward_cover
303,14,7,cover,14,7,floor,0.0,0.0,0.0,free,1.0,1.0,303.0,baseline_2d,0.3597122302158273,2,toward_cover
304,15,7,cover,15,7,floor,0.0,0.0,0.0,free,1.0,1.0,304.0,baseline_2d,0.3609112709832134,2,toward_cover
305,15,6,cover,15,6,floor,0.0,0.0,0.0,free,1.0,1.0,305.0,baseline_2d,0.36211031175059955,2,toward_cover
306,15,5,cover,15,5,floor,0.0,0.0,0.0,free,1.0,1.0,306.0,baseline_2d,0.36330935251798563,2,toward_cover
307,16,5,cover,16,5,floor,0.0,0.0,0.0,free,1.0,1.0,307.0,baseline_2d,0.3645083932853717,2,toward_cover
308,17,5,cover,17,5,floor,0.0,0.0,0.0,free,1.0,1.0,308.0,baseline_2d,0.3657074340527578,2,toward_cover
309,18,5,cover,18,5,floor,0.0,0.0,0.0,free,1.0,1.0,309.0,baseline_2d,0.3669064748201439,2,toward_cover
310,19,5,cover,19,5,floor,0.0,0.0,0.0,free,1.0,1.0,310.0,baseline_2d,0.36810551558752996,2,toward_cover
311,19,6,cover,19,6,floor,0.0,0.0,0.0,free,1.0,1.0,311.0,baseline_2d,0.36930455635491605,2,toward_cover
312,18,6,cover,18,6,floor,0.0,0.0,0.0,free,1.0,1.0,312.0,baseline_2d,0.37050359712230213,2,toward_cover
313,17,6,cover,17,6,floor,0.0,0.0,0.0,free,1.0,1.0,313.0,baseline_2d,0.37170263788968827,2,toward_cover
314,16,6,cover,16,6,floor,0.0,0.0,0.0,free,1.0,1.0,314.0,baseline_2d,0.37290167865707435,2,toward_cover
315,16,7,cover,16,7,floor,0.0,0.0,0.0,free,1.0,1.0,315.0,baseline_2d,0.37410071942446044,2,toward_cover
316,17,7,cover,17,7,floor,0.0,0.0,0.0,free,1.0,1.0,316.0,baseline_2d,0.3752997601918465,2,toward_cover
317,18,7,cover,18,7,floor,0.0,0.0,0.0,free,1.0,1.0,317.0,baseline_2d,0.3764988009592326,2,toward_cover
318,19,7,cover,19,7,floor,0.0,0.0,0.0,free,1.0,1.0,318.0,baseline_2d,0.3776978417266187,2,toward_cover
319,19,8,cover,19,8,floor,0.0,0.0,0.0,free,1.0,1.0,319.0,baseline_2d,0.37889688249400477,2,toward_cover
320,18,8,cover,18,8,floor,0.0,0.0,0.0,free,1.0,1.0,320.0,baseline_2d,0.3800959232613909,2,toward_cover
321,17,8,cover,17,8,floor,0.0,0.0,0.0,free,1.0,1.0,321.0,baseline_2d,0.381294964028777,2,toward_cover
322,16,8,cover,16,8,floor,0.0,0.0,0.0,free,1.0,1.0,322.0,baseline_2d,0.3824940047961631,2,toward_cover
323,15,8,cover,15,8,floor,0.0,0.0,0.0,free,1.0,1.0,323.0,baseline_2d,0.38369304556354916,2,toward_cover
324,14,8,cover,14,8,floor,0.0,0.0,0.0,free,1.0,1.0,324.0,baseline_2d,0.38489208633093525,2,toward_cover
325,13,8,cover,13,8,floor,0.0,0.0,0.0,free,1.0,1.0,325.0,baseline_2d,0.38609112709832133,2,toward_cover
326,12,8,cover,12,8,floor,0.0,0.0,0.0,free,1.0,1.0,326.0,baseline_2d,0.3872901678657074,2,toward_cover
327,11,8,cover,11,8,floor,0.0,0.0,0.0,free,1.0,1.0,327.0,baseline_2d,0.38848920863309355,2,toward_cover
328,10,8,cover,10,8,floor,0.0,0.0,0.0,free,1.0,1.0,328.0,baseline_2d,0.38968824940047964,2,toward_cover
329,9,8,cover,9,8,floor,0.0,0.0,0.0,free,1.0,1.0,329.0,baseline_2d,0.3908872901678657,2,toward_cover
330,8,8,cover,8,8,floor,0.0,0.0,0.0,free,1.0,1.0,330.0,baseline_2d,0.3920863309352518,2,toward_cover
331,7,8,cover,7,8,floor,0.0,0.0,0.0,free,1.0,1.0,331.0,baseline_2d,0.3932853717026379,2,toward_cover
332,6,8,cover,6,8,floor,0.0,0.0,0.0,free,1.0,1.0,332.0,baseline_2d,0.39448441247002397,2,toward_cover
333,5,8,cover,5,8,floor,0.0,0.0,0.0,free,1.0,1.0,333.0,baseline_2d,0.39568345323741005,2,toward_cover
334,4,8,cover,4,8,floor,0.0,0.0,0.0,free,1.0,1.0,334.0,baseline_2d,0.39688249400479614,2,toward_cover
335,3,8,cover,3,8,floor,0.0,0.0,0.0,free,1.0,1.0,335.0,baseline_2d,0.3980815347721823,2,toward_cover
336,2,8,cover,2,8,floor,0.0,0.0,0.0,free,1.0,1.0,336.0,baseline_2d,0.39928057553956836,2,toward_cover
337,1,8,cover,1,8,floor,0.0,0.0,0.0,free,1.0,1.0,337.0,baseline_2d,0.40047961630695444,2,toward_cover
338,1,9,cover,1,9,floor,0.0,0.0,0.0,free,1.0,1.0,338.0,baseline_2d,0.40167865707434053,2,toward_cover
339,2,9,cover,2,9,floor,0.0,0.0,0.0,free,1.0,1.0,339.0,baseline_2d,0.4028776978417266,2,toward_cover
340,3,9,cover,3,9,floor,0.0,0.0,0.0,free,1.0,1.0,340.0,baseline_2d,0.4040767386091127,2,toward_cover
341,4,9,cover,4,9,floor,0.0,0.0,0.0,free,1.0,1.0,341.0,baseline_2d,0.4052757793764988,2,toward_cover
342,5,9,cover,5,9,floor,0.0,0.0,0.0,free,1.0,1.0,342.0,baseline_2d,0.4064748201438849,2,toward_cover
343,6,9,cover,6,9,floor,0.0,0.0,0.0,free,1.0,1.0,343.0,baseline_2d,0.407673860911271,2,toward_cover
344,7,9,cover,7,9,floor,0.0,0.0,0.0,free,1.0,1.0,344.0,baseline_2d,0.4088729016786571,2,toward_cover
345,8,9,cover,8,9,floor,0.0,0.0,0.0,free,1.0,1.0,345.0,baseline_2d,0.41007194244604317,2,toward_cover
346,9,9,cover,9,9,floor,0.0,0.0,0.0,free,1.0,1.0,346.0,baseline_2d,0.41127098321342925,2,toward_cover
347,10,9,cover,10,9,floor,0.0,0.0,0.0,free,1.0,1.0,347.0,baseline_2d,0.41247002398081534,2,toward_cover
348,11,9,cover,11,9,floor,0.0,0.0,0.0,free,1.0,1.0,348.0,baseline_2d,0.4136690647482014,2,toward_cover
349,12,9,cover,12,9,floor,0.0,0.0,0.0,free,1.0,1.0,349.0,baseline_2d,0.4148681055155875,2,toward_cover
350,13,9,cover,13,9,floor,0.0,0.0,0.0,free,1.0,1.0,350.0,baseline_2d,0.41606714628297364,2,toward_cover
351,14,9,cover,14,9,floor,0.0,0.0,0.0,free,1.0,1.0,351.0,baseline_2d,0.4172661870503597,2,toward_cover
352,15,9,cover,15,9,floor,0.0,0.0,0.0,free,1.0,1.0,352.0,baseline_2d,0.4184652278177458,2,toward_cover
353,16,9,cover,16,9,floor,0.0,0.0,0.0,free,1.0,1.0,353.0,baseline_2d,0.4196642685851319,2,toward_cover
354,17,9,cover,17,9,floor,0.0,0.0,0.0,free,1.0,1.0,354.0,baseline_2d,0.420863309352518,2,toward_cover
355,18,9,cover,18,9,floor,0.0,0.0,0.0,free,1.0,1.0,355.0,baseline_2d,0.42206235011990406,2,toward_cover
356,19,9,cover,19,9,floor,0.0,0.0,0.0,free,1.0,1.0,356.0,baseline_2d,0.42326139088729015,2,toward_cover
357,19,10,cover,19,10,floor,0.0,0.0,0.0,free,1.0,1.0,357.0,baseline_2d,0.4244604316546763,2,toward_cover
358,18,10,cover,18,10,floor,0.0,0.0,0.0,free,1.0,1.0,358.0,baseline_2d,0.42565947242206237,2,toward_cover
359,17,10,cover,17,10,floor,0.0,0.0,0.0,free,1.0,1.0,359.0,baseline_2d,0.42685851318944845,2,toward_cover
360,16,10,cover,16,10,floor,0.0,0.0,0.0,free,1.0,1.0,360.0,baseline_2d,0.42805755395683454,2,toward_cover
361,15,10,cover,15,10,floor,0.0,0.0,0.0,free,1.0,1.0,361.0,baseline_2d,0.4292565947242206,2,toward_cover
362,14,10,cover,14,10,floor,0.0,0.0,0.0,free,1.0,1.0,362.0,baseline_2d,0.4304556354916067,2,toward_cover
363,13,10,cover,13,10,floor,0.0,0.0,0.0,free,1.0,1.0,363.0,baseline_2d,0.4316546762589928,2,toward_cover
364,12,10,cover,12,10,floor,0.0,0.0,0.0,free,1.0,1.0,364.0,baseline_2d,0.43285371702637887,2,toward_cover
365,11,10,cover,11,10,floor,0.0,0.0,0.0,free,1.0,1.0,365.0,baseline_2d,0.434052757793765,2,toward_cover
366,10,10,cover,10,10,floor,0.0,0.0,0.0,free,1.0,1.0,366.0,baseline_2d,0.4352517985611511,2,toward_cover
367,9,10,cover,9,10,floor,0.0,0.0,0.0,free,1.0,1.0,367.0,baseline_2d,0.4364508393285372,2,toward_cover
368,8,10,cover,8,10,floor,0.0,0.0,0.0,free,1.0,1.0,368.0,baseline_2d,0.43764988009592326,2,toward_cover
369,7,10,cover,7,10,floor,0.0,0.0,0.0,free,1.0,1.0,369.0,baseline_2d,0.43884892086330934,2,toward_cover
370,6,10,cover,6,10,floor,0.0,0.0,0.0,free,1.0,1.0,370.0,baseline_2d,0.44004796163069543,2,toward_cover
371,5,10,cover,5,10,floor,0.0,0.0,0.0,free,1.0,1.0,371.0,baseline_2d,0.4412470023980815,2,toward_cover
372,4,10,cover,4,10,floor,0.0,0.0,0.0,free,1.0,1.0,372.0,baseline_2d,0.44244604316546765,2,toward_cover
373,3,10,cover,3,10,floor,0.0,0.0,0.0,free,1.0,1.0,373.0,baseline_2d,0.44364508393285373,2,toward_cover
374,2,10,cover,2,10,floor,0.0,0.0,0.0,free,1.0,1.0,374.0,baseline_2d,0.4448441247002398,2,toward_cover
375,1,10,cover,1,10,floor,0.0,0.0,0.0,free,1.0,1.0,375.0,baseline_2d,0.4460431654676259,2,toward_cover
376,1,11,cover,1,11,floor,0.0,0.0,0.0,free,1.0,1.0,376.0,baseline_2d,0.447242206235012,2,toward_cover
377,2,11,cover,2,11,floor,0.0,0.0,0.0,free,1.0,1.0,377.0,baseline_2d,0.44844124700239807,2,toward_cover
378,3,11,cover,3,11,floor,0.0,0.0,0.0,free,1.0,1.0,378.0,baseline_2d,0.44964028776978415,2,toward_cover
379,4,11,cover,4,11,floor,0.0,0.0,0.0,free,1.0,1.0,379.0,baseline_2d,0.45083932853717024,2,toward_cover
380,5,11,cover,5,11,floor,0.0,0.0,0.0,free,1.0,1.0,380.0,baseline_2d,0.4520383693045564,2,toward_cover
381,5,12,cover,5,12,floor,0.0,0.0,0.0,free,1.0,1.0,381.0,baseline_2d,0.45323741007194246,2,toward_cover
382,4,12,cover,4,12,floor,0.0,0.0,0.0,free,1.0,1.0,382.0,baseline_2d,0.45443645083932854,2,toward_cover
383,3,12,cover,3,12,floor,0.0,0.0,0.0,free,1.0,1.0,383.0,baseline_2d,0.4556354916067146,2,toward_cover
384,2,12,cover,2,12,floor,0.0,0.0,0.0,free,1.0,1.0,384.0,baseline_2d,0.4568345323741007,2,toward_cover
385,1,12,cover,1,12,floor,0.0,0.0,0.0,free,1.0,1.0,385.0,baseline_2d,0.4580335731414868,2,toward_cover
386,1,13,cover,1,13,floor,0.0,0.0,0.0,free,1.0,1.0,386.0,baseline_2d,0.4592326139088729,2,toward_cover
387,2,13,cover,2,13,floor,0.0,0.0,0.0,free,1.0,1.0,387.0,baseline_2d,0.460431654676259,2,toward_cover
388,3,13,cover,3,13,floor,0.0,0.0,0.0,free,1.0,1.0,388.0,baseline_2d,0.4616306954436451,2,toward_cover
389,4,13,cover,4,13,floor,0.0,0.0,0.0,free,1.0,1.0,389.0,baseline_2d,0.4628297362110312,2,toward_cover
390,5,13,cover,5,13,floor,0.0,0.0,0.0,free,1.0,1.0,390.0,baseline_2d,0.46402877697841727,2,toward_cover
391,6,13,cover,6,13,floor,0.0,0.0,0.0,free,1.0,1.0,391.0,baseline_2d,0.46522781774580335,2,toward_cover
392,7,13,cover,7,13,floor,0.0,0.0,0.0,free,1.0,1.0,392.0,baseline_2d,0.46642685851318944,2,toward_cover
393,8,13,cover,8,13,floor,0.0,0.0,0.0,free,1.0,1.0,393.0,baseline_2d,0.4676258992805755,2,toward_cover
394,8,12,cover,8,12,floor,0.0,0.0,0.0,free,1.0,1.0,394.0,baseline_2d,0.46882494004796166,2,toward_cover
395,8,11,cover,8,11,floor,0.0,0.0,0.0,free,1.0,1.0,395.0,baseline_2d,0.47002398081534774,2,toward_cover
396,9,11,cover,9,11,floor,0.0,0.0,0.0,free,1.0,1.0,396.0,baseline_2d,0.4712230215827338,2,toward_cover
397,10,11,cover,10,11,floor,0.0,0.0,0.0,free,1.0,1.0,397.0,baseline_2d,0.4724220623501199,2,toward_cover
398,11,11,cover,11,11,floor,0.0,0.0,0.0,free,1.0,1.0,398.0,baseline_2d,0.473621103117506,2,toward_cover
399,12,11,cover,12,11,floor,0.0,0.0,0.0,free,1.0,1.0,399.0,baseline_2d,0.4748201438848921,2,toward_cover
400,12,12,cover,12,12,floor,0.0,0.0,0.0,free,1.0,1.0,400.0,baseline_2d,0.47601918465227816,2,toward_cover
401,11,12,cover,11,12,floor,0.0,0.0,0.0,free,1.0,1.0,401.0,baseline_2d,0.47721822541966424,2,toward_cover
402,10,12,cover,10,12,floor,0.0,0.0,0.0,free,1.0,1.0,402.0,baseline_2d,0.4784172661870504,2,toward_cover
403,9,12,cover,9,12,floor,0.0,0.0,0.0,free,1.0,1.0,403.0,baseline_2d,0.47961630695443647,2,toward_cover
404,9,13,cover,9,13,floor,0.0,0.0,0.0,free,1.0,1.0,404.0,baseline_2d,0.48081534772182255,2,toward_cover
405,10,13,cover,10,13,floor,0.0,0.0,0.0,free,1.0,1.0,405.0,baseline_2d,0.48201438848920863,2,toward_cover
406,11,13,cover,11,13,floor,0.0,0.0,0.0,free,1.0,1.0,406.0,baseline_2d,0.4832134292565947,2,toward_cover
407,12,13,cover,12,13,floor,0.0,0.0,0.0,free,1.0,1.0,407.0,baseline_2d,0.4844124700239808,2,toward_cover
408,13,13,cover,13,13,floor,0.0,0.0,0.0,free,1.0,1.0,408.0,baseline_2d,0.4856115107913669,2,toward_cover
409,14,13,cover,14,13,floor,0.0,0.0,0.0,free,1.0,1.0,409.0,baseline_2d,0.486810551558753,2,toward_cover
410,15,13,cover,15,13,floor,0.0,0.0,0.0,free,1.0,1.0,410.0,baseline_2d,0.4880095923261391,2,toward_cover
411,15,12,cover,15,12,floor,0.0,0.0,0.0,free,1.0,1.0,411.0,baseline_2d,0.4892086330935252,2,toward_cover
412,15,11,cover,15,11,floor,0.0,0.0,0.0,free,1.0,1.0,412.0,baseline_2d,0.4904076738609113,2,toward_cover
413,16,11,cover,16,11,floor,0.0,0.0,0.0,free,1.0,1.0,413.0,baseline_2d,0.49160671462829736,2,toward_cover
414,17,11,cover,17,11,floor,0.0,0.0,0.0,free,1.0,1.0,414.0,baseline_2d,0.49280575539568344,2,toward_cover
415,18,11,cover,18,11,floor,0.0,0.0,0.0,free,1.0,1.0,415.0,baseline_2d,0.4940047961630695,2,toward_cover
416,19,11,cover,19,11,floor,0.0,0.0,0.0,free,1.0,1.0,416.0,baseline_2d,0.4952038369304556,2,toward_cover
417,19,12,cover,19,12,floor,0.0,0.0,0.0,free,1.0,1.0,417.0,baseline_2d,0.49640287769784175,2,toward_cover
418,18,12,cover,18,12,floor,0.0,0.0,0.0,free,1.0,1.0,418.0,baseline_2d,0.49760191846522783,2,toward_cover
419,17,12,cover,17,12,floor,0.0,0.0,0.0,free,1.0,1.0,419.0,baseline_2d,0.4988009592326139,2,toward_cover
