step,x,y,action,target_x,target_y,semantic,height,slope,roughness,traversability_class,cost,coverage_rate,recovery_id,reason
252,27,13,cover,27,13,floor,0.0,0.0,0.0,normal,1.0,0.3718518518518519,1,toward_cover
253,28,13,cover,28,13,floor,0.0,0.0,0.0,normal,1.0,0.37333333333333335,1,toward_cover
254,29,13,cover,29,13,floor,0.0,0.0,0.0,normal,1.0,0.3748148148148148,1,toward_cover
255,30,13,cover,30,13,floor,0.0,0.0,0.0,normal,1.0,0.3762962962962963,1,toward_cover
256,31,13,cover,31,13,floor,0.0,0.0,0.0,normal,1.0,0.37777777777777777,1,toward_cover
257,32,13,cover,32,13,floor,0.0,0.0,0.0,normal,1.0,0.37925925925925924,1,toward_cover
258,33,13,cover,33,13,floor,0.0,0.0,0.0,normal,1.0,0.38074074074074077,1,toward_cover
259,34,13,cover,34,13,floor,0.0,0.0,0.0,normal,1.0,0.38222222222222224,1,toward_cover
260,34,14,cover,34,14,floor,0.0,0.0,0.0,normal,1.0,0.3837037037037037,1,toward_cover
261,33,14,cover,33,14,floor,0.0,0.0,0.0,normal,1.0,0.3851851851851852,1,toward_cover
262,32,14,cover,32,14,floor,0.0,0.0,0.0,normal,1.0,0.38666666666666666,1,toward_cover
263,31,14,cover,31,14,floor,0.0,0.0,0.0,normal,1.0,0.38814814814814813,1,toward_cover
